continentName,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime,cityName,cityEnglishName,city_zipCode,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
亚洲,Asia,以色列,Israel,以色列,Israel,955009,1341297,0,1326518,8178,2021-11-25 10:01:26,,,,,,,
亚洲,Asia,吉尔吉斯斯坦,,吉尔吉斯斯坦,,954002,182996,0,173796,2732,2021-11-25 10:01:26,,,,,,,
北美洲,North America,圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,974012,5414,0,147,73,2021-11-25 10:01:26,,,,,,,
大洋洲,Oceania,新西兰,New Zealand,新西兰,New Zealand,990007,10610,4,5533,40,2021-11-25 10:01:26,,,,,,,
北美洲,North America,海地,Haiti,海地,Haiti,974008,25130,0,19463,723,2021-11-25 10:01:26,,,,,,,
非洲,Africa,中非共和国,Central African Republic,中非共和国,Central African Republic,983002,11708,0,6859,101,2021-11-25 10:01:26,,,,,,,
亚洲,Asia,马尔代夫,Maldives,马尔代夫,Maldives,953004,90944,0,86168,248,2021-11-25 10:01:26,,,,,,,
亚洲,Asia,沙特阿拉伯,Saudi Arabia,沙特阿拉伯,Saudi Arabia,955016,549556,0,536447,8827,2021-11-25 10:01:26,,,,,,,
非洲,Africa,摩洛哥,Morocco,摩洛哥,Morocco,981004,949133,0,930236,14766,2021-11-25 10:01:26,,,,,,,
非洲,Africa,尼日利亚,Nigeria,尼日利亚,Nigeria,982013,213677,0,206797,2974,2021-11-25 10:01:26,,,,,,,
大洋洲,Oceania,巴布亚新几内亚,Papua New Guinea,巴布亚新几内亚,Papua New Guinea,990009,34707,0,30269,542,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,马恩岛,Isle of Man,马恩岛,Isle of Man,0,10720,0,6790,66,2021-11-25 10:01:26,,,,,,,
北美洲,North America,巴哈马,Bahamas,巴哈马,Bahamas,974002,22665,0,18321,671,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,泽西岛,Bailiwick of Jersey,泽西岛,Bailiwick of Jersey,0,13223,0,9676,80,2021-11-25 10:01:26,,,,,,,
大洋洲,Oceania,斐济,Fiji,斐济,Fiji,990002,52468,0,48347,695,2021-11-25 10:01:26,,,,,,,
非洲,Africa,毛里塔尼亚,The Islamic Republic of Mauritania,毛里塔尼亚,The Islamic Republic of Mauritania,982012,38796,0,34587,822,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,卢森堡,Luxembourg,卢森堡,Luxembourg,961004,86796,0,82674,862,2021-11-25 10:01:26,,,,,,,
南美洲,South America,乌拉圭,Uruguay,乌拉圭,Uruguay,973011,398213,0,388870,6116,2021-11-25 10:01:26,,,,,,,
非洲,Africa,多哥,Togo,多哥,Togo,982016,26219,0,22908,243,2021-11-25 10:01:26,,,,,,,
亚洲,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,955019,741570,0,736423,2144,2021-11-25 10:01:26,,,,,,,
非洲,Africa,纳米比亚,Namibia,纳米比亚,Namibia,984009,129105,0,122788,3569,2021-11-25 10:01:26,,,,,,,
非洲,Africa,科特迪瓦,Ivory Coast,科特迪瓦,Ivory Coast,982004,61652,0,58474,703,2021-11-25 10:01:26,,,,,,,
北美洲,North America,巴拿马,Panama,巴拿马,Panama,972007,476343,0,466519,7356,2021-11-25 10:01:26,,,,,,,
非洲,Africa,莫桑比克,Mozambique,莫桑比克,Mozambique,984008,151495,0,147281,1939,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,法罗群岛,Faroe,法罗群岛,Faroe,0,3284,0,1072,13,2021-11-25 10:01:26,,,,,,,
非洲,Africa,马里,Mali,马里,Mali,982010,17025,0,14285,601,2021-11-25 10:01:26,,,,,,,
非洲,Africa,塞舌尔,Seychelles,塞舌尔,Seychelles,985007,23132,0,20903,125,2021-11-25 10:01:26,,,,,,,
北美洲,North America,百慕大,,百慕大,,0,5724,0,3719,106,2021-11-25 10:01:26,,,,,,,
北美洲,North America,安提瓜和巴布达,Antigua and Barbuda,安提瓜和巴布达,Antigua and Barbuda,974001,4138,0,2134,117,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,根西岛,Guernsey,根西岛,Guernsey,0,3406,0,1505,23,2021-11-25 10:01:26,,,,,,,
非洲,Africa,马达加斯加,Madagascar,马达加斯加,Madagascar,984005,44072,0,41322,967,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,冰岛,Iceland,冰岛,Iceland,962003,17152,0,15360,34,2021-11-25 10:01:26,,,,,,,
北美洲,North America,圣其茨和尼维斯,,圣其茨和尼维斯,,0,2774,0,1000,28,2021-11-25 10:01:26,,,,,,,
亚洲,Asia,卡塔尔,Qatar,卡塔尔,Qatar,955015,242375,0,240046,611,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,直布罗陀,Gibraltar,直布罗陀,Gibraltar,0,6996,0,5377,98,2021-11-25 10:01:26,,,,,,,
非洲,Africa,肯尼亚,Kenya,肯尼亚,Kenya,985005,254781,0,247992,5330,2021-11-25 10:01:26,,,,,,,
亚洲,Asia,东帝汶,,东帝汶,,952004,19820,0,18275,122,2021-11-25 10:01:26,,,,,,,
非洲,Africa,南苏丹,,南苏丹,,981007,12701,0,11195,133,2021-11-25 10:01:26,,,,,,,
非洲,Africa,佛得角,,佛得角,,982017,38336,0,36615,349,2021-11-25 10:01:26,,,,,,,
非洲,Africa,几内亚,Guinea,几内亚,Guinea,0,30747,0,28990,387,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,马耳他,Malta,马耳他,Malta,965019,38844,0,37132,464,2021-11-25 10:01:26,,,,,,,
亚洲,Asia,日本,Japan,日本,Japan,951002,1726624,0,1707182,18351,2021-11-25 10:01:26,,,,,,,
北美洲,North America,美属维尔京群岛,,美属维尔京群岛,,0,7466,0,6472,85,2021-11-25 10:01:26,,,,,,,
北美洲,North America,阿鲁巴,,阿鲁巴,,0,16210,0,15065,253,2021-11-25 10:01:26,,,,,,,
非洲,Africa,尼日尔,Niger,尼日尔,Niger,982011,6877,0,5769,246,2021-11-25 10:01:26,,,,,,,
非洲,Africa,马拉维,Malawi,马拉维,Malawi,984006,61865,0,58759,2304,2021-11-25 10:01:26,,,,,,,
北美洲,North America,格陵兰,,格陵兰,,0,1292,0,504,0,2021-11-25 10:01:26,,,,,,,
南美洲,South America,巴拉圭,Paraguay,巴拉圭,Paraguay,973009,462389,0,445411,16364,2021-11-25 10:01:26,,,,,,,
非洲,Africa,津巴布韦,Zimbabwe,津巴布韦,Zimbabwe,984013,133707,0,128465,4703,2021-11-25 10:01:26,,,,,,,
大洋洲,Oceania,北马里亚纳群岛联邦,,北马里亚纳群岛联邦,,0,572,0,32,3,2021-11-25 10:01:26,,,,,,,
北美洲,North America,圣卢西亚,St.Lucia,圣卢西亚,St.Lucia,974011,12909,0,12094,279,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,安道尔,Andorra,安道尔,Andorra,965002,16342,0,15688,130,2021-11-25 10:01:26,,,,,,,
非洲,Africa,厄立特里亚,,厄立特里亚,,985003,7223,0,6663,55,2021-11-25 10:01:26,,,,,,,
南美洲,South America,圭亚那,Guyana,圭亚那,Guyana,973007,37445,0,35993,979,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,圣马力诺,San Marino,圣马力诺,San Marino,965012,5872,0,5310,93,2021-11-25 10:01:26,,,,,,,
北美洲,North America,荷属圣马丁,,荷属圣马丁,,0,4561,0,4037,75,2021-11-25 10:01:26,,,,,,,
非洲,Africa,科摩罗,,科摩罗,,984003,4466,0,3963,150,2021-11-25 10:01:26,,,,,,,
非洲,Africa,塞内加尔,Senegal,塞内加尔,Senegal,982014,73970,0,71752,1885,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,摩纳哥,Monaco,摩纳哥,Monaco,961005,3612,0,3254,36,2021-11-25 10:01:26,,,,,,,
亚洲,Asia,巴林,Bahrain,巴林,Bahrain,955004,277444,0,275794,1394,2021-11-25 10:01:26,,,,,,,
亚洲,Asia,科威特,Kuwait,科威特,Kuwait,955011,413177,0,410471,2465,2021-11-25 10:01:26,,,,,,,
非洲,Africa,安哥拉,Angola,安哥拉,Angola,984001,65061,0,63129,1730,2021-11-25 10:01:26,,,,,,,
北美洲,North America,格林那达,,格林那达,,0,5878,0,5480,200,2021-11-25 10:01:26,,,,,,,
非洲,Africa,赞比亚共和国,,赞比亚共和国,,0,210090,0,206332,3667,2021-11-25 10:01:26,,,,,,,
亚洲,Asia,不丹,Kingdom of Bhutan,不丹,Kingdom of Bhutan,953002,2633,0,2593,3,2021-11-25 10:01:26,,,,,,,
北美洲,North America,圣皮埃尔和密克隆群岛,,圣皮埃尔和密克隆群岛,,0,54,0,31,0,2021-11-25 10:01:26,,,,,,,
欧洲,Europe,法国,France,法国,France,961002,7611366,0,368023,120853,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,俄罗斯,Russia,俄罗斯,Russia,964006,9434393,0,8126376,267819,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,哈萨克斯坦,Kazakhstan,哈萨克斯坦,Kazakhstan,954001,1048550,0,121347,17732,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,斯洛伐克,Slovakia,斯洛伐克,Slovakia,963007,1092704,0,255300,14056,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,伊朗,Iran,伊朗,Iran,955007,6088009,0,5135887,129185,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,爱尔兰,Ireland,爱尔兰,Ireland,961003,538255,0,25422,5609,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,波兰,Poland,波兰,Poland,963006,3406129,0,2919578,81688,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,965014,405477,0,2027,5411,2021-11-25 09:56:27,,,,,,,
北美洲,North America,洪都拉斯,Honduras,洪都拉斯,Honduras,972005,377527,0,119925,10394,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,捷克,Czech Republic,捷克,Czech Republic,963002,2044018,0,1785831,32408,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,格鲁吉亚,Georgia,格鲁吉亚,Georgia,955006,822383,0,594669,11679,2021-11-25 09:56:27,,,,,,,
北美洲,North America,波多黎各,Puerto Rico,波多黎各,Puerto Rico,0,187485,0,0,3264,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,西班牙,Spain,西班牙,Spain,965015,5103316,0,4834524,87866,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,挪威,Norway,挪威,Norway,962004,246822,0,88952,1049,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,匈牙利,Hungary,匈牙利,Hungary,963004,1044852,0,856330,33519,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,芬兰,Finland,芬兰,Finland,962002,179534,0,31000,1302,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,伊拉克,Iraq,伊拉克,Iraq,955008,2076146,0,1910908,23712,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,955003,576703,0,460738,7689,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,亚美尼亚,Armenia,亚美尼亚,Armenia,955002,335738,0,241841,7379,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,泰国,Thailand,泰国,Thailand,952010,2081992,0,1979871,20544,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,巴勒斯坦,Palestine,巴勒斯坦,Palestine,955014,458698,0,377793,4781,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,丹麦,Denmark,丹麦,Denmark,962001,462537,0,396367,2832,2021-11-25 09:56:27,,,,,,,
非洲,Africa,留尼旺,Reunion,留尼旺,Reunion,0,59048,0,0,381,2021-11-25 09:56:27,,,,,,,
南美洲,South America,法属圭亚那,French Guiana,法属圭亚那,French Guiana,0,45731,0,0,323,2021-11-25 09:56:27,,,,,,,
北美洲,North America,加拿大,Canada,加拿大,Canada,971001,1780643,0,1706554,29608,2021-11-25 09:56:27,,,,,,,
北美洲,North America,马提尼克,Martinique,马提尼克,Martinique,0,44828,0,0,704,2021-11-25 09:56:27,,,,,,,
非洲,Africa,斯威士兰,Swaziland,斯威士兰,Swaziland,984010,46498,0,2936,1248,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,孟加拉国,Bangladesh,孟加拉国,Bangladesh,953001,1574948,0,1516901,27961,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,阿曼,Oman,阿曼,Oman,955013,737830,0,703940,4113,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,立陶宛,Lithuania,立陶宛,Lithuania,964004,460467,0,424578,6603,2021-11-25 09:56:27,,,,,,,
非洲,Africa,刚果（金）,Democratic Republic of the Congo,刚果（金）,Democratic Republic of the Congo,0,58060,0,30858,1104,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,955001,157015,0,124733,7365,2021-11-25 09:56:27,,,,,,,
非洲,Africa,喀麦隆,Cameroon,喀麦隆,Cameroon,983001,106794,0,80433,1791,2021-11-25 09:56:27,,,,,,,
大洋洲,Oceania,法属波利尼西亚,French Polynesia,法属波利尼西亚,French Polynesia,0,45609,0,21469,636,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,爱沙尼亚,Estonia,爱沙尼亚,Estonia,964002,219259,0,195322,1763,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,乌兹别克斯坦,Uzbekistan,乌兹别克斯坦,Uzbekistan,954005,191956,0,168875,1385,2021-11-25 09:56:27,,,,,,,
非洲,Africa,马约特,,马约特,,0,20914,0,0,185,2021-11-25 09:56:27,,,,,,,
北美洲,North America,库拉索岛,,库拉索岛,,0,17335,0,4438,177,2021-11-25 09:56:27,,,,,,,
北美洲,North America,尼加拉瓜,Nicaragua,尼加拉瓜,Nicaragua,972006,17152,0,4694,212,2021-11-25 09:56:27,,,,,,,
大洋洲,Oceania,新喀里多尼亚,,新喀里多尼亚,,0,11954,0,58,276,2021-11-25 09:56:27,,,,,,,
北美洲,North America,伯利兹,Belize,伯利兹,Belize,972001,29861,0,17956,568,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,文莱,Brunei,文莱,Brunei,952002,14701,0,4722,96,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,尼泊尔,Nepal,尼泊尔,Nepal,953005,820004,0,798916,11513,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,印度尼西亚,Indonesia,印度尼西亚,Indonesia,952005,4254443,0,4102700,143766,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,阿尔巴尼亚,Albania,阿尔巴尼亚,Albania,965001,197167,0,186267,3053,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,也门共和国,,也门共和国,,0,9967,0,350,1942,2021-11-25 09:56:27,,,,,,,
非洲,Africa,苏丹,Sudan,苏丹,Sudan,981005,41959,0,32054,3114,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,以色列,Israel,以色列,Israel,955009,1341297,0,1326518,8178,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,吉尔吉斯斯坦,,吉尔吉斯斯坦,,954002,182996,0,173796,2732,2021-11-25 09:56:27,,,,,,,
北美洲,North America,开曼群岛,Cayman Is,开曼群岛,Cayman Is,0,6091,0,781,4,2021-11-25 09:56:27,,,,,,,
大洋洲,Oceania,新西兰,New Zealand,新西兰,New Zealand,990007,10610,4,5533,40,2021-11-25 09:56:27,,,,,,,
北美洲,North America,海地,Haiti,海地,Haiti,974008,25130,0,19463,723,2021-11-25 09:56:27,,,,,,,
非洲,Africa,摩洛哥,Morocco,摩洛哥,Morocco,981004,949133,0,930236,14766,2021-11-25 09:56:27,,,,,,,
非洲,Africa,尼日利亚,Nigeria,尼日利亚,Nigeria,982013,213677,0,206797,2974,2021-11-25 09:56:27,,,,,,,
大洋洲,Oceania,巴布亚新几内亚,Papua New Guinea,巴布亚新几内亚,Papua New Guinea,990009,34707,0,30269,542,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,马恩岛,Isle of Man,马恩岛,Isle of Man,0,10720,0,6790,66,2021-11-25 09:56:27,,,,,,,
非洲,Africa,贝宁,Benin,贝宁,Benin,982001,24850,0,20930,161,2021-11-25 09:56:27,,,,,,,
大洋洲,Oceania,关岛,Guam,关岛,Guam,0,15090,0,11171,263,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,泽西岛,Bailiwick of Jersey,泽西岛,Bailiwick of Jersey,0,13223,0,9676,80,2021-11-25 09:56:27,,,,,,,
南美洲,South America,乌拉圭,Uruguay,乌拉圭,Uruguay,973011,398213,0,388870,6116,2021-11-25 09:56:27,,,,,,,
北美洲,North America,多米尼克,,多米尼克,,974005,5642,0,3006,35,2021-11-25 09:56:27,,,,,,,
北美洲,North America,巴拿马,Panama,巴拿马,Panama,972007,476343,0,466519,7356,2021-11-25 09:56:27,,,,,,,
非洲,Africa,莫桑比克,Mozambique,莫桑比克,Mozambique,984008,151495,0,147281,1939,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,法罗群岛,Faroe,法罗群岛,Faroe,0,3284,0,1072,13,2021-11-25 09:56:27,,,,,,,
非洲,Africa,马里,Mali,马里,Mali,982010,17025,0,14285,601,2021-11-25 09:56:27,,,,,,,
非洲,Africa,塞舌尔,Seychelles,塞舌尔,Seychelles,985007,23132,0,20903,125,2021-11-25 09:56:27,,,,,,,
北美洲,North America,百慕大,,百慕大,,0,5724,0,3719,106,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,根西岛,Guernsey,根西岛,Guernsey,0,3406,0,1505,23,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,冰岛,Iceland,冰岛,Iceland,962003,17152,0,15360,34,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,直布罗陀,Gibraltar,直布罗陀,Gibraltar,0,6996,0,5377,98,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,东帝汶,,东帝汶,,952004,19820,0,18275,122,2021-11-25 09:56:27,,,,,,,
非洲,Africa,南苏丹,,南苏丹,,981007,12701,0,11195,133,2021-11-25 09:56:27,,,,,,,
非洲,Africa,佛得角,,佛得角,,982017,38336,0,36615,349,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,马耳他,Malta,马耳他,Malta,965019,38844,0,37132,464,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,日本,Japan,日本,Japan,951002,1726624,0,1707182,18351,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,列支敦士登,Liechtenstein,列支敦士登,Liechtenstein,963005,4396,0,3363,61,2021-11-25 09:56:27,,,,,,,
北美洲,North America,安圭拉,,安圭拉,,0,1334,0,374,4,2021-11-25 09:56:27,,,,,,,
北美洲,North America,阿鲁巴,,阿鲁巴,,0,16210,0,15065,253,2021-11-25 09:56:27,,,,,,,
北美洲,North America,格陵兰,,格陵兰,,0,1292,0,504,0,2021-11-25 09:56:27,,,,,,,
非洲,Africa,津巴布韦,Zimbabwe,津巴布韦,Zimbabwe,984013,133707,0,128465,4703,2021-11-25 09:56:27,,,,,,,
大洋洲,Oceania,北马里亚纳群岛联邦,,北马里亚纳群岛联邦,,0,572,0,32,3,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,圣马力诺,San Marino,圣马力诺,San Marino,965012,5872,0,5310,93,2021-11-25 09:56:27,,,,,,,
亚洲,Asia,科威特,Kuwait,科威特,Kuwait,955011,413177,0,410471,2465,2021-11-25 09:56:27,,,,,,,
北美洲,North America,格林那达,,格林那达,,0,5878,0,5480,200,2021-11-25 09:56:27,,,,,,,
非洲,Africa,利比里亚,Liberia,利比里亚,Liberia,982009,5915,0,5488,287,2021-11-25 09:56:27,,,,,,,
北美洲,North America,圣皮埃尔和密克隆群岛,,圣皮埃尔和密克隆群岛,,0,54,0,31,0,2021-11-25 09:56:27,,,,,,,
欧洲,Europe,英国,United Kingdom,英国,United Kingdom,961007,9985879,0,6491069,144579,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,荷兰,Netherlands,荷兰,Netherlands,961006,2529150,0,11886,19495,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,土耳其,Turkey,土耳其,Turkey,955018,8626550,0,6751667,75443,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,比利时,Belgium,比利时,Belgium,961001,1635675,0,19239,26705,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,塞尔维亚,Republic of Serbia,塞尔维亚,Republic of Serbia,965013,1399892,0,154190,14317,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,瑞典,Sweden,瑞典,Sweden,962005,1192560,0,4971,15126,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,德国,Germany,德国,Germany,963003,5516623,0,4328400,99773,2021-11-25 09:56:09,,,,,,,
南美洲,South America,巴西,Brazil,巴西,Brazil,973003,22030182,0,20488785,613066,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,印度,India,印度,India,953003,34535763,0,33225221,466584,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,斯洛伐克,Slovakia,斯洛伐克,Slovakia,963007,1092704,0,255300,13985,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,伊朗,Iran,伊朗,Iran,955007,6088009,0,5135887,129177,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,瑞士,Switzerland,瑞士,Switzerland,963008,962165,0,317600,12198,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,乌克兰,Ukraine,乌克兰,Ukraine,964007,3515641,0,2825641,87371,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,希腊,Greece,希腊,Greece,965007,894555,0,363915,17517,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,965014,405477,0,2027,5406,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,奥地利,Austria,奥地利,Austria,963001,1079932,0,711844,12114,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,意大利,Italy,意大利,Italy,965008,4942135,0,4478137,133330,2021-11-25 09:56:09,,,,,,,
北美洲,North America,洪都拉斯,Honduras,洪都拉斯,Honduras,972005,377527,0,119925,10393,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,越南,Vietnam,越南,Vietnam,952011,1143967,0,911310,24118,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,捷克,Czech Republic,捷克,Czech Republic,963002,2018069,0,1785831,32304,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,西班牙,Spain,西班牙,Spain,965015,5103315,0,4834524,87866,2021-11-25 09:56:09,,,,,,,
大洋洲,Oceania,澳大利亚,Australia,澳大利亚,Australia,990001,202115,0,34990,1973,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,挪威,Norway,挪威,Norway,962004,246822,0,88952,1003,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,保加利亚,Bulgaria,保加利亚,Bulgaria,965004,679983,0,498339,27658,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,芬兰,Finland,芬兰,Finland,962002,178527,0,31000,1263,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,伊拉克,Iraq,伊拉克,Iraq,955008,2076146,0,1910908,23712,2021-11-25 09:56:09,,,,,,,
北美洲,North America,哥斯达黎加,Costa Rica,哥斯达黎加,Costa Rica,972002,566119,0,437328,7271,2021-11-25 09:56:09,,,,,,,
北美洲,North America,古巴,Cuba,古巴,Cuba,974004,961276,0,841128,8298,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,955003,576703,0,460738,7686,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,约旦,Jordan,约旦,Jordan,955010,923722,0,804784,11403,2021-11-25 09:56:09,,,,,,,
非洲,Africa,利比亚,Libya,利比亚,Libya,981003,368987,0,260885,5403,2021-11-25 09:56:09,,,,,,,
南美洲,South America,智利,Chile,智利,Chile,973004,1747065,0,1620240,38161,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,953007,558860,0,458085,14182,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,韩国,Korea,韩国,Korea,951004,425065,0,336548,3363,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,克罗地亚,Croatia,克罗地亚,Croatia,965005,576633,0,484766,10438,2021-11-25 09:56:09,,,,,,,
北美洲,North America,危地马拉,Guatemala,危地马拉,Guatemala,972004,614910,0,522451,15855,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,巴勒斯坦,Palestine,巴勒斯坦,Palestine,955014,458698,0,377793,4781,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,泰国,Thailand,泰国,Thailand,952010,2076135,0,1979871,20489,2021-11-25 09:56:09,,,,,,,
南美洲,South America,阿根廷,Argentina,阿根廷,Argentina,973001,5317633,0,5126085,116415,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,马来西亚,Malaysia,马来西亚,Malaysia,952007,2597080,0,2498345,30110,2021-11-25 09:56:09,,,,,,,
非洲,Africa,阿尔及利亚,Algeria,阿尔及利亚,Algeria,981001,209283,0,134958,6030,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,波黑,Bosnia and Herzegovina,波黑,Bosnia and Herzegovina,965003,270498,0,192218,12338,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,丹麦,Denmark,丹麦,Denmark,962001,462537,0,396367,2832,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,955012,660442,0,593136,8666,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,老挝,Laos,老挝,Laos,952006,64482,0,8687,137,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,罗马尼亚,Romania,罗马尼亚,Romania,965011,1766987,0,1658933,55386,2021-11-25 09:56:09,,,,,,,
南美洲,South America,玻利维亚,Bolivia,玻利维亚,Bolivia,973002,531428,0,460004,19096,2021-11-25 09:56:09,,,,,,,
北美洲,North America,多米尼加,Dominican Republic,多米尼加,Dominican Republic,974006,404284,0,349768,4194,2021-11-25 09:56:09,,,,,,,
南美洲,South America,厄瓜多尔,Ecuador,厄瓜多尔,Ecuador,973006,524432,0,443883,33128,2021-11-25 09:56:09,,,,,,,
北美洲,North America,加拿大,Canada,加拿大,Canada,971001,1780643,0,1706554,29608,2021-11-25 09:56:09,,,,,,,
欧洲,Europe,葡萄牙,Portugal,葡萄牙,Portugal,965010,1126318,0,1063689,18353,2021-11-25 09:56:09,,,,,,,
亚洲,Asia,塞浦路斯,Cyprus,塞浦路斯,Cyprus,955005,131028,0,90755,591,2021-11-25 09:56:09,,,,,,,
